2448618.2691	10.7
2448618.274	10.7
2448618.2795	10.7
2448618.2858	10.7
2448618.292	10.7
2448618.3003	10.7
2448618.3066	10.4
2448618.3142	10.7
2448618.3212	10.7
2448618.3281	10.7
2448618.3351	10.7
2448618.3413	10.8
2448618.3476	10.9
2448618.3559	10.9
2448618.3621	10.8
2448618.3691	10.7
2448618.3753	10.7
2448618.3844	10.4
2448618.3899	10.7
2448618.3969	10.7
2448618.4031	10.7
2448618.4121	10.7
2448618.4177	10.8
2448618.4246	10.8
2448618.4343	10.9
2448618.4385	10.9
2448618.4448	10.8
2448619.3403	10.9
2448619.348	10.9
2448619.3521	10.9
2448619.3598	10.8
2448619.366	10.8
2448619.3737	10.8
2448619.3799	10.7
2448619.3882	10.7
2448619.3945	10.7
2448619.4035	10.7
2448619.4098	10.7
2448619.4146	10.4
2448619.4216	10.4
2448619.4306	10.7
2448619.4355	10.7
2448619.4438	10.7
2448619.45	10.7
2448619.457	10.8
2448946.3551	10.8
2448946.362	10.8
2448946.3683	10.9
2448946.3731	10.9
2448946.3815	10.9
2448946.3856	10.8
2448946.3898	10.8
2448946.394	10.8
2448946.3981	10.7
2448946.4016	10.7
2448946.4051	10.7
2448946.4092	10.4
2448946.4113	10.2
2448946.4141	10.2
2448946.4176	10.3
2448946.421	10.3
2448946.4259	10.4
2448946.4301	10.4
2448946.4342	10.4
2448946.4398	10.7
2448946.446	10.7
2448984.309	10.9
2448984.3145	10.9
2448984.318	10.9
2448984.3221	10.8
2448984.3249	10.8
2448984.3284	10.7
2448984.3319	10.4
2448984.3353	10.2
2448984.3402	10.1
2448984.3444	10.2
2448984.3471	10.7
2448984.3513	10.7
2448984.3548	10.7
2448984.3589	10.7
2448984.3631	10.8
2448984.3666	10.8
2448984.3707	10.8
2448984.3742	10.9
2448984.3798	10.9
2448984.3826	10.9
2448984.3874	10.9
2448984.393	10.8
2448984.3964	10.8
2448984.3999	10.7
2448984.4034	10.7
2448984.4062	10.7
2448984.4089	10.7
2448984.4131	10.7
2448984.4166	10.4
2448984.42	10.2
2448984.4256	10.2
2448984.4305	10.4
2448984.4346	10.4
2448984.4374	10.7
2448984.4416	10.7
2448987.2111	10.8
2448987.2146	10.9
2448987.218	10.9
2448987.2215	10.9
2448987.225	10.9
2448987.2305	10.8
2448987.234	10.8
2448987.2375	10.7
2448987.2417	10.7
2448987.2451	10.7
2448987.2486	10.7
2448987.2521	10.4
2448987.2542	10.2
2448987.259	10.2
2448987.2618	10.7
2448987.2667	10.7
2448987.2701	10.7
2448987.2736	10.7
2448987.2778	10.8
2448987.2819	10.9
2448987.2854	10.9
2448987.2889	10.9
2448987.2917	10.9
2448987.2951	10.9
2448987.2986	10.9
2448987.3021	10.9
2448987.3069	10.8
2448987.3104	10.8
2448987.3139	10.7
2448987.3173	10.3
2448987.3229	10.2
2448987.3264	10.2
2448987.3285	10.1
2448987.3312	10.1
2448987.334	10.3
2448987.3382	10.4
2448987.343	10.7
2448987.3479	10.7
2448987.35	10.7
2448987.3528	10.7
2448987.3555	10.7
2453680.29395	11.038
2453680.29611	11.048
2453680.29713	11.041
2453680.29819	11.058
2453680.30034	11.073
2453680.30141	11.074
2453680.30253	11.087
2453680.30352	11.075
2453680.30443	11.093
2453680.30535	11.099
2453680.30626	11.099
2453680.30718	11.096
2453680.30809	11.109
2453680.30902	11.116
2453680.30992	11.113
2453680.31083	11.12
2453680.31176	11.126
2453680.31267	11.131
2453680.3136	11.133
2453680.3145	11.123
2453680.31542	11.145
2453680.31634	11.141
2453680.31725	11.128
2453680.31817	11.152
2453680.31913	11.161
2453680.32006	11.152
2453680.32103	11.153
2453680.32196	11.16
2453680.32287	11.155
2453680.32378	11.17
2453680.32469	11.161
2453680.3256	11.162
2453680.32652	11.151
2453680.32742	11.152
2453680.32833	11.157
2453680.32926	11.137
2453680.33017	11.14
2453680.33109	11.153
2453680.332	11.12
2453680.33292	11.13
2453680.33493	11.104
2453680.33584	11.08
2453680.33677	11.088
2453680.33767	11.057
2453680.33858	11.055
2453680.33949	11.019
2453680.34042	10.986
2453680.34132	10.961
2453680.34223	10.93
2453680.34315	10.898
2453680.34517	10.844
2453680.3461	10.822
2453680.34701	10.803
2453680.34793	10.779
2453680.34883	10.794
2453680.34975	10.786
2453680.35066	10.783
2453680.35156	10.772
2453680.35247	10.812
2453680.35338	10.815
2453680.35429	10.812
2453680.35521	10.822
2453680.35612	10.84
2453680.35703	10.835
2453680.35907	10.865
2453680.36	10.867
2453680.36091	10.867
2453680.36183	10.846
2453680.36273	10.919
2453680.36365	10.927
2453680.36656	10.956
2453680.37024	11.017
2453680.37116	11.007
2453680.37207	11.002
2453680.37299	11.032
2453680.3739	11.054
2453680.37483	11.033
2453680.37574	11.059
2453680.37664	11.047
2453680.37757	11.05
2453680.3785	11.068
2453680.3794	11.086
2453680.3803	11.076
2453680.38122	11.079
2453680.38212	11.081
2453680.38303	11.097
2453680.38394	11.116
2453680.38486	11.106
2453680.38579	11.114
2453680.3867	11.104
2453680.38762	11.104
2453680.38853	11.111
2453680.38944	11.122
2453680.39035	11.128
2453680.39126	11.126
2453680.39218	11.137
2453680.39309	11.128
2453680.394	11.14
2453680.39494	11.151
2454031.78957	10.654
2454031.79629	10.673
2454031.80262	10.657
2454031.80934	10.624
2454031.81571	10.477
2454031.82201	10.238
2454031.82829	10.217
2454031.8346	10.31
2454031.84089	10.429
2454031.84726	10.493
2454031.85288	10.556
2454031.85939	10.593
2454031.86562	10.647
2454031.87181	10.666
2454031.87805	10.687
2454031.88431	10.661
2454031.89055	10.588
2454031.89678	10.389
2454031.90306	10.212
2454031.9093	10.239
2454034.772	10.701
2454034.777	10.705
2454034.782	10.74
2454034.787	10.731
2454034.792	10.743
2454034.797	10.717
2454034.802	10.632
2454034.808	10.455
2454034.813	10.267
2454034.819	10.269
2454034.824	10.354
2454034.829	10.435
2454034.834	10.525
2454034.838	10.562
2454034.843	10.622
2454034.848	10.65
2454034.853	10.688
2454034.859	10.731
2454034.864	10.739
2454034.869	10.74
2454034.874	10.732
2454034.879	10.71
2454034.884	10.566
2454034.889	10.338
2454034.894	10.264
2454034.899	10.293
2454827.22015	10.517
2454827.22073	10.514
2454827.2213	10.506
2454827.22188	10.492
2454827.22244	10.48
2454827.22302	10.443
2454827.2236	10.426
2454827.22417	10.402
2454827.22475	10.385
2454827.22531	10.352
2454827.22719	10.262
2454827.22767	10.236
2454827.22814	10.221
2454827.22861	10.212
2454827.22907	10.182
2454827.22953	10.15
2454827.23	10.146
2454827.23045	10.141
2454827.2309	10.138
2454827.2314	10.119
2454827.23189	10.134
2454827.23237	10.115
2454827.23281	10.098
2454827.23326	10.114
2454827.23373	10.106
2454827.23421	10.113
2454827.2347	10.105
2454827.23515	10.126
2454827.23561	10.115
2454827.23606	10.111
2454827.23655	10.12
2454827.23704	10.118
2454827.2375	10.121
2454827.23795	10.147
2454827.23844	10.138
2454827.23892	10.147
2454827.24101	10.178
2454827.24149	10.183
2454827.24194	10.183
2454827.24244	10.201
2454827.24289	10.21
2454827.24338	10.233
2454827.24383	10.229
2454827.24429	10.23
2454827.24475	10.319
2454827.2452	10.247
2454827.24565	10.261
2454827.24613	10.278
2454827.2466	10.279
2454827.24705	10.29
2454827.2475	10.299
2454827.24799	10.307
2454827.24847	10.302
2454827.24892	10.326
2454827.24941	10.325
2454827.24987	10.345
2454827.25035	10.345
2454827.25083	10.341
2454827.25128	10.352
2454827.25174	10.357
2454827.25219	10.365
2454827.25267	10.376
2454827.25313	10.402
2454827.25358	10.391
2454827.25407	10.392
2454827.25453	10.413
2454827.25497	10.408
2454827.25542	10.423
2454827.25588	10.428
2454827.25637	10.427
2454827.25682	10.431
2454827.25727	10.441
2454827.25772	10.454
2454827.25817	10.441
2454827.25862	10.457
2454827.25909	10.465
2454827.25954	10.454
2454827.26002	10.473
2454827.26047	10.471
2454827.26093	10.456
2454827.26139	10.483
2454827.26184	10.474
2454827.26234	10.483
2454827.26279	10.482
2454827.26325	10.499
2454827.2637	10.493
2454827.26418	10.495
2454827.26464	10.499
2454827.26509	10.507
2454827.26554	10.497
2454827.266	10.523
2454827.26646	10.511
2454827.26691	10.528
2454827.26737	10.531
2454827.26782	10.535
2454827.26828	10.539
2454827.26873	10.542
2454827.26922	10.544
2454827.26968	10.534
2454827.27013	10.55
2454827.27059	10.56
2454827.27104	10.552
2454827.27153	10.558
2454827.27199	10.569
2454827.27244	10.561
2454827.27289	10.572
2454827.27336	10.558
2454827.27381	10.555
2454827.27427	10.579
2454827.27472	10.581
2454827.27519	10.571
2454827.27564	10.581
2454827.27609	10.569
2454827.27655	10.585
2454827.27704	10.608
2454827.27749	10.599
2454827.27797	10.591
2454827.27846	10.596
2454827.27891	10.6
2454827.27941	10.598
2454827.27986	10.604
2454827.28035	10.611
2454827.28083	10.616
2454827.28128	10.62
2454827.28174	10.601
2454827.2822	10.609
2454827.28265	10.608
2454827.2831	10.622
2454827.28356	10.613
2454827.28403	10.622
2454827.28448	10.607
2454827.28493	10.611
2454827.28542	10.614
2454827.28587	10.605
2454827.28632	10.618
2454827.28678	10.622
2454827.28723	10.602
2454827.2877	10.621
2454827.28815	10.624
2454827.28861	10.615
2454827.28906	10.617
2454827.28953	10.62
2454827.28998	10.606
