 4085.0  1.871567  0.029820  1.871567  0.000000  0.000000
 4090.0  1.642101  0.044777  1.642101  0.000000  0.000000
 4095.0  1.327834  0.097320  1.327834  0.000000  0.000000
 4100.0  1.073181  0.140718  1.073181  0.000000  0.000000
 4105.0  1.113944  0.032936  1.113944  0.000000  0.000000
 4110.0  1.364009  0.122877  1.364009  0.000000  0.000000
 4115.0  1.621284  0.176463  1.621284  0.000000  0.000000
 4120.0  1.831318  0.151982  1.831318  0.000000  0.000000
 4125.0  1.968552  0.084405  1.968552  0.000000  0.000000
 4130.0  2.060154  0.029550  2.060154  0.000000  0.000000
 4135.0  2.151280  0.030634  2.151280  0.000000  0.000000
 4140.0  2.214909  0.032589  2.214909  0.000000  0.000000
 4145.0  2.249613  0.037404  2.249613  0.000000  0.000000
 4150.0  2.268199  0.051260  2.268199  0.000000  0.000000
 4155.0  2.269451  0.066339  2.269451  0.000000  0.000000
 4160.0  2.269143  0.069027  2.269143  0.000000  0.000000
 4165.0  2.263573  0.063775  2.263573  0.000000  0.000000
 4170.0  2.225933  0.061108  2.225933  0.000000  0.000000
 4175.0  2.195532  0.053204  2.195532  0.000000  0.000000
 4180.0  2.181200  0.033301  2.181200  0.000000  0.000000
 4185.0  2.181560  0.016382  2.181560  0.000000  0.000000
 4190.0  2.199191  0.018312  2.199191  0.000000  0.000000
 4195.0  2.208719  0.026605  2.208719  0.000000  0.000000
 4200.0  2.211377  0.057886  2.211377  0.000000  0.000000
 4205.0  2.247003  0.068836  2.247003  0.000000  0.000000
 4210.0  2.257165  0.069407  2.257165  0.000000  0.000000
 4215.0  2.229093  0.069060  2.229093  0.000000  0.000000
 4220.0  2.201925  0.057867  2.201925  0.000000  0.000000
 4225.0  2.167549  0.047131  2.167549  0.000000  0.000000
 4230.0  2.153373  0.036802  2.153373  0.000000  0.000000
 4235.0  2.153649  0.036222  2.153649  0.000000  0.000000
 4240.0  2.150010  0.062199  2.150010  0.000000  0.000000
 4245.0  2.124971  0.058594  2.124971  0.000000  0.000000
 4250.0  2.114018  0.068315  2.114018  0.000000  0.000000
 4255.0  2.115392  0.064670  2.115392  0.000000  0.000000
 4260.0  2.109489  0.055618  2.109489  0.000000  0.000000
 4265.0  2.110130  0.049180  2.110130  0.000000  0.000000
 4270.0  2.097033  0.058251  2.097033  0.000000  0.000000
 4275.0  2.117196  0.063338  2.117196  0.000000  0.000000
 4280.0  2.136546  0.100720  2.136546  0.000000  0.000000
 4285.0  2.126377  0.121321  2.126377  0.000000  0.000000
 4290.0  2.083192  0.124662  2.083192  0.000000  0.000000
 4295.0  2.037815  0.094492  2.037815  0.000000  0.000000
 4300.0  1.970364  0.074054  1.970364  0.000000  0.000000
 4305.0  1.932392  0.061043  1.932392  0.000000  0.000000
 4310.0  1.911035  0.074391  1.911035  0.000000  0.000000
 4315.0  1.881848  0.108937  1.881848  0.000000  0.000000
 4320.0  1.810205  0.138548  1.810205  0.000000  0.000000
 4325.0  1.652199  0.155486  1.652199  0.000000  0.000000
 4330.0  1.427604  0.143232  1.427604  0.000000  0.000000
 4335.0  1.148925  0.143314  1.148925  0.000000  0.000000
 4340.0  0.971719  0.132653  0.971719  0.000000  0.000000
 4345.0  1.053994  0.034260  1.053994  0.000000  0.000000
